season,run_date,team_id,team_name,conference,source,rpi_rank,rpi_points,sos,overall_record,home_record,road_record,neutral_record,g,wins,losses,bat_ba,obp,slg,ops,pa,ab,r,h,2b,3b,hr,rbi,hbp_bat,bb,so,sb,cs,era,cg,sho,sv,ip,ha,er,bb_pitch,k_pitch,hbp_pitch,ba_against,wh,opp_ba,fe,runs_per_game,bb_k_ratio,whip,k_bb_ratio,opponent_ba,errors_per_game,fielding_pct,offense_z,pitching_z,discipline_z,defense_z,composite_score,composite_rank
2026,2026-04-16,northern-illinois,Northern Illinois,Manual D1Softball Workbook,manual_workbook,,,,,,,,31.0,,,0.351,0.4114,0.5384,0.9498,990.0,860.0,220.0,302.0,59.0,12.0,26.0,201.0,12.0,88.0,111.0,40.0,4.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,7.0968,0.7928,0.0,0.0,0.0,0.0,1.0,0.568,0.4889,0.2115,0.0,0.4261,27
2026,2026-04-16,georgia-tech,Georgia Tech,Manual D1Softball Workbook,manual_workbook,48.0,48.0,34.0,27-22,22-9,2026-03-11 00:00:00,2026-02-02 00:00:00,48.0,,,0.33,0.4038,0.5507,0.9545,1490.0,1271.0,287.0,419.0,75.0,7.0,64.0,274.0,29.0,158.0,199.0,62.0,14.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,5.9792,0.794,0.0,0.0,0.0,0.0,1.0,0.5611,0.4889,0.2136,0.0,0.424,28
2026,2026-04-16,prairie-view,Prairie View,Manual D1Softball Workbook,manual_workbook,,,,,,,,36.0,,,0.337,0.4447,0.4465,0.8912,1163.0,925.0,237.0,312.0,41.0,18.0,8.0,200.0,25.0,179.0,156.0,133.0,22.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,6.5833,1.1474,0.0,0.0,0.0,0.0,1.0,0.2677,0.4889,0.8498,0.0,0.4167,29
2026,2026-04-16,virginia-tech,Virginia Tech,Manual D1Softball Workbook,manual_workbook,19.0,19.0,64.0,36-6,2026-07-01 00:00:00,16-4,13-1,42.0,36.0,5.0,0.363,0.4467,0.6426,1.0893,1387.0,1175.0,337.0,427.0,87.0,11.0,73.0,322.0,13.0,177.0,127.0,42.0,8.0,2.58,12.0,3.0,3.0,263.0,193.0,75.0,150.0,308.0,22.0,0.197,343.0,0.197,0.0,8.0238,1.3937,1.3042,2.0533,0.197,0.0,1.0,0.9997,-0.3283,1.2933,0.0,0.4126,30
2026,2026-04-16,texas,Texas,Manual D1Softball Workbook,manual_workbook,2.0,2.0,3.0,33-6,18-3,2026-09-02 00:00:00,2026-06-01 00:00:00,39.0,32.0,6.0,0.354,0.449,0.6321,1.0811,1225.0,1003.0,315.0,355.0,63.0,6.0,68.0,293.0,23.0,173.0,140.0,58.0,10.0,2.69,14.0,5.0,4.0,239.0,216.0,71.0,95.0,236.0,24.0,0.234,311.0,0.234,0.0,8.0769,1.2357,1.3013,2.4842,0.234,0.0,1.0,0.9962,-0.2516,1.0088,0.0,0.3994,31
2026,2026-04-16,jackson-state,Jackson State,Manual D1Softball Workbook,manual_workbook,,,,,,,,37.0,,,0.334,0.4158,0.4394,0.8552,1158.0,974.0,234.0,325.0,48.0,11.0,11.0,197.0,19.0,137.0,119.0,129.0,13.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,6.3243,1.1513,0.0,0.0,0.0,0.0,1.0,0.2098,0.4889,0.8569,0.0,0.3975,32
2026,2026-04-16,omaha,Omaha,Manual D1Softball Workbook,manual_workbook,38.0,38.0,109.0,26-8,7-0,2026-06-06 00:00:00,13-2,34.0,26.0,8.0,0.325,0.4305,0.5719,1.0024,1078.0,862.0,259.0,280.0,41.0,5.0,54.0,238.0,40.0,160.0,135.0,17.0,2.0,2.84,13.0,4.0,1.0,203.1,201.0,64.0,54.0,177.0,7.0,0.25,255.0,0.25,0.0,7.6176,1.1852,1.2555,3.2778,0.25,0.0,1.0,0.8153,-0.0767,0.9179,0.0,0.3924,33
2026,2026-04-16,new-mexico-state,New Mexico State,Manual D1Softball Workbook,manual_workbook,,,,,,,,41.0,,,0.322,0.3764,0.5654,0.9418,1264.0,1116.0,252.0,359.0,68.0,6.0,64.0,233.0,37.0,98.0,176.0,25.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,6.1463,0.5568,0.0,0.0,0.0,0.0,1.0,0.6297,0.4889,-0.2134,0.0,0.3839,34
2026,2026-04-16,florida-state,Florida State,Manual D1Softball Workbook,manual_workbook,16.0,16.0,50.0,36-7,27-2,2026-07-03 00:00:00,2026-02-02 00:00:00,43.0,36.0,7.0,0.36,0.4505,0.6004,1.0509,1337.0,1111.0,338.0,400.0,90.0,18.0,47.0,302.0,19.0,183.0,109.0,56.0,9.0,3.26,2.0,1.0,4.0,266.2,236.0,97.0,126.0,233.0,23.0,0.235,362.0,0.235,0.0,7.8605,1.6789,1.3599,1.8492,0.235,0.0,1.0,0.8525,-0.5673,1.8067,0.0,0.3425,35
2026,2026-04-16,usc-upstate,USC Upstate,Manual D1Softball Workbook,manual_workbook,,,,,,,,45.0,,,0.329,0.3904,0.4766,0.867,1366.0,1173.0,274.0,386.0,72.0,7.0,29.0,251.0,33.0,118.0,154.0,86.0,10.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,6.0889,0.7662,0.0,0.0,0.0,0.0,1.0,0.3105,0.4889,0.1636,0.0,0.3288,36
2026,2026-04-16,florida-international,Florida International,Manual D1Softball Workbook,manual_workbook,52.0,52.0,110.0,28-13,21-6,2026-05-06 00:00:00,2026-02-01 00:00:00,41.0,,,0.322,0.3805,0.4467,0.8272,1251.0,1097.0,221.0,353.0,44.0,12.0,23.0,199.0,18.0,104.0,112.0,89.0,19.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,5.3902,0.9286,0.0,0.0,0.0,0.0,1.0,0.1575,0.4889,0.4559,0.0,0.3191,37
2026,2026-04-16,uc-santa-barbara,UC Santa Barbara,Manual D1Softball Workbook,manual_workbook,,,,,,,,43.0,,,0.332,0.3867,0.4899,0.8766,1333.0,1188.0,220.0,395.0,66.0,8.0,35.0,202.0,22.0,105.0,136.0,37.0,3.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,5.1163,0.7721,0.0,0.0,0.0,0.0,1.0,0.2549,0.4889,0.1742,0.0,0.3109,38
2026,2026-04-16,princeton,Princeton,Manual D1Softball Workbook,manual_workbook,,,,,,,,32.0,,,0.341,0.3986,0.4917,0.8903,1022.0,905.0,186.0,309.0,59.0,7.0,21.0,178.0,20.0,86.0,126.0,32.0,6.0,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,5.8125,0.6825,0.0,0.0,0.0,0.0,1.0,0.3087,0.4889,0.0129,0.0,0.3055,39
2026,2026-04-16,indiana,Indiana,Manual D1Softball Workbook,manual_workbook,41.0,41.0,117.0,32-10,13-3,2026-07-06 00:00:00,2026-12-01 00:00:00,42.0,32.0,10.0,0.358,0.4467,0.6322,1.0789,1315.0,1044.0,348.0,374.0,71.0,19.0,59.0,314.0,62.0,167.0,150.0,95.0,22.0,3.11,6.0,3.0,3.0,252.2,231.0,87.0,93.0,170.0,19.0,0.238,324.0,0.238,0.0,8.2857,1.1133,1.2847,1.828,0.238,0.0,1.0,1.0024,-0.4971,0.7885,0.0,0.2703,40
2026,2026-04-16,oregon,Oregon,Manual D1Softball Workbook,manual_workbook,14.0,14.0,22.0,32-9,14-1,2026-09-03 00:00:00,2026-09-05 00:00:00,41.0,32.0,9.0,0.322,0.4098,0.5203,0.9301,1331.0,1086.0,276.0,350.0,64.0,14.0,41.0,251.0,37.0,161.0,142.0,40.0,10.0,3.26,9.0,3.0,4.0,266.2,218.0,97.0,100.0,304.0,13.0,0.212,318.0,0.212,0.0,6.7317,1.1338,1.1946,3.04,0.212,0.0,1.0,0.5505,-0.2004,0.8254,0.0,0.2363,41
2026,2026-04-16,southeastern-louisiana,Southeastern Louisiana,Manual D1Softball Workbook,manual_workbook,32.0,32.0,122.0,39-10,2026-11-01 00:00:00,14-6,14-3,48.0,39.0,9.0,0.338,0.4009,0.4852,0.8861,1455.0,1251.0,285.0,423.0,67.0,24.0,23.0,248.0,19.0,131.0,150.0,105.0,23.0,1.53,4.0,4.0,8.0,303.2,190.0,52.0,113.0,256.0,33.0,0.177,303.0,0.177,0.0,5.9375,0.8733,0.9993,2.2655,0.177,0.0,1.0,0.3086,0.1318,0.3564,0.0,0.2142,42
2026,2026-04-16,washington,Washington,Manual D1Softball Workbook,manual_workbook,26.0,26.0,56.0,34-9,11-0,14-1,2026-09-08 00:00:00,43.0,34.0,9.0,0.335,0.4232,0.5627,0.9859,1409.0,1164.0,316.0,390.0,65.0,7.0,62.0,285.0,40.0,178.0,218.0,34.0,11.0,2.91,12.0,5.0,2.0,274.2,251.0,89.0,88.0,245.0,26.0,0.235,339.0,0.235,0.0,7.3488,0.8165,1.2363,2.7841,0.235,0.0,1.0,0.7261,-0.1993,0.2541,0.0,0.2125,43
2026,2026-04-16,georgia,Georgia,Manual D1Softball Workbook,manual_workbook,10.0,10.0,12.0,31-11,21-6,2026-05-04 00:00:00,2026-05-01 00:00:00,42.0,31.0,11.0,0.354,0.4378,0.6109,1.0487,1260.0,1064.0,313.0,377.0,74.0,11.0,59.0,292.0,14.0,158.0,168.0,14.0,6.0,3.17,10.0,3.0,5.0,249.2,243.0,88.0,117.0,219.0,21.0,0.252,360.0,0.252,0.0,7.4524,0.9405,1.4446,1.8718,0.252,0.0,1.0,0.8578,-0.5852,0.4774,0.0,0.1378,44
2026,2026-04-16,kansas,Kansas,Manual D1Softball Workbook,manual_workbook,42.0,42.0,99.0,29-12,2026-10-03 00:00:00,2026-07-05 00:00:00,2026-12-04 00:00:00,41.0,29.0,12.0,0.351,0.4286,0.6375,1.0661,1292.0,1084.0,305.0,380.0,82.0,8.0,71.0,289.0,32.0,148.0,144.0,39.0,9.0,3.36,8.0,2.0,4.0,254.0,267.0,95.0,123.0,185.0,20.0,0.263,390.0,0.263,0.0,7.439,1.0278,1.5354,1.5041,0.263,0.0,1.0,0.9512,-0.7646,0.6345,0.0,0.1223,45
2026,2026-04-16,ucf,UCF,Manual D1Softball Workbook,manual_workbook,22.0,22.0,30.0,32-11-1,21-7-1,2026-08-02 00:00:00,2026-03-02 00:00:00,44.0,32.0,11.0,0.328,0.4195,0.5613,0.9808,1353.0,1110.0,301.0,364.0,68.0,10.0,57.0,274.0,34.0,175.0,153.0,44.0,12.0,2.63,10.0,1.0,4.0,276.0,218.0,81.0,179.0,163.0,35.0,0.211,397.0,0.211,0.0,6.8409,1.1438,1.4384,0.9106,0.211,0.0,1.0,0.6919,-0.6794,0.8434,0.0,0.0969,46
2026,2026-04-16,western-kentucky,Western Kentucky,Manual D1Softball Workbook,manual_workbook,59.0,59.0,141.0,29-10,20-1,2026-05-08 00:00:00,2026-04-01 00:00:00,39.0,28.0,10.0,0.336,0.4021,0.5478,0.9499,1179.0,1026.0,227.0,345.0,51.0,8.0,50.0,201.0,6.0,113.0,148.0,51.0,8.0,2.82,18.0,4.0,5.0,249.0,194.0,78.0,95.0,188.0,18.0,0.206,289.0,0.206,0.0,5.8205,0.7635,1.1606,1.9789,0.206,0.0,1.0,0.5174,-0.3273,0.1587,0.0,0.074,47
2026,2026-04-16,miami-ohio,"Miami, Ohio",Manual D1Softball Workbook,manual_workbook,66.0,66.0,190.0,31-12,2026-06-04 00:00:00,14-6,2026-11-02 00:00:00,43.0,31.0,12.0,0.332,0.401,0.5578,0.9588,1439.0,1228.0,303.0,408.0,76.0,12.0,59.0,285.0,48.0,141.0,168.0,52.0,12.0,3.31,23.0,5.0,1.0,287.1,289.0,106.0,149.0,160.0,19.0,0.256,438.0,0.256,0.0,7.0465,0.8393,1.5256,1.0738,0.256,0.0,1.0,0.6744,-0.8487,0.2952,0.0,-0.0592,48
2026,2026-04-16,troy,Troy,Manual D1Softball Workbook,manual_workbook,,,,,,,,42.0,25.0,17.0,0.33,0.4044,0.5032,0.9076,1302.0,1093.0,238.0,361.0,72.0,9.0,33.0,214.0,30.0,136.0,182.0,82.0,13.0,3.25,14.0,6.0,5.0,263.1,254.0,95.0,124.0,227.0,27.0,0.25,378.0,0.25,0.0,5.6667,0.7473,1.4367,1.8306,0.25,0.0,1.0,0.3689,-0.6097,0.1296,0.0,-0.0953,49
2026,2026-04-16,cal-state-fullerton,Cal State Fullerton,Manual D1Softball Workbook,manual_workbook,61.0,61.0,167.0,28-12,16-4,2026-08-03 00:00:00,2026-04-05 00:00:00,40.0,28.0,12.0,0.334,0.3916,0.4934,0.885,1228.0,1062.0,243.0,355.0,50.0,4.0,37.0,216.0,20.0,100.0,122.0,79.0,18.0,3.17,16.0,5.0,6.0,263.2,248.0,93.0,135.0,214.0,26.0,0.244,383.0,0.244,0.0,6.075,0.8197,1.4552,1.5852,0.244,0.0,1.0,0.3532,-0.6581,0.2599,0.0,-0.1006,50
2026,2026-04-16,belmont,Belmont,Manual D1Softball Workbook,manual_workbook,45.0,45.0,124.0,30-9,14-2,2026-11-04 00:00:00,2026-05-03 00:00:00,39.0,30.0,9.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,2.02,26.0,11.0,1.0,251.0,178.0,56.0,71.0,378.0,6.0,0.192,249.0,0.192,0.0,0.0,0.0,0.992,5.3239,0.192,0.0,1.0,-1.2435,0.738,-1.2158,0.0,-0.3224,51
2026,2026-04-16,tennessee,Tennessee,Manual D1Softball Workbook,manual_workbook,6.0,6.0,21.0,37-6,16-3,2026-08-03 00:00:00,13-0,43.0,37.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,1.11,19.0,10.0,6.0,276.1,121.0,34.0,90.0,337.0,21.0,0.127,211.0,0.127,0.0,0.0,0.0,0.7642,3.7444,0.127,0.0,1.0,-1.2435,0.703,-1.2158,0.0,-0.3364,52
2026,2026-04-16,mississippi-state,Mississippi State,Manual D1Softball Workbook,manual_workbook,11.0,11.0,13.0,34-11,18-6,2026-08-05 00:00:00,8-0,45.0,34.0,11.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,1.95,21.0,10.0,7.0,290.2,179.0,63.0,83.0,390.0,16.0,0.173,262.0,0.173,0.0,0.0,0.0,0.9028,4.6988,0.173,0.0,1.0,-1.2435,0.6547,-1.2158,0.0,-0.3557,53
2026,2026-04-16,grand-canyon,Grand Canyon,Manual D1Softball Workbook,manual_workbook,30.0,30.0,165.0,41-5,28-4,2026-09-01 00:00:00,4-0,46.0,41.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,1.94,4.0,4.0,9.0,302.0,269.0,65.0,63.0,279.0,36.0,0.23,332.0,0.23,0.0,0.0,0.0,1.0993,4.4286,0.23,0.0,1.0,-1.2435,0.4901,-1.2158,0.0,-0.4216,54
